region,year,min,nominal,max
,2001,1400000.0,1900000.0,2600000.0
,2002,1400000.0,1800000.0,2500000.0
,2003,1400000.0,1800000.0,2500000.0
,2017,810000.0,1100000.0,1500000.0
,2018,760000.0,1000000.0,1400000.0
,2019,730000.0,970000.0,1300000.0
,1990,100000.0,150000.0,210000.0
,2003,120000.0,180000.0,250000.0
,2004,110000.0,170000.0,240000.0
,2005,110000.0,170000.0,240000.0
,2006,110000.0,160000.0,230000.0
,1990,2500.0,3300.0,5000.0
,1991,3000.0,4000.0,6100.0
,1992,3800.0,5100.0,7700.0
,1993,4800.0,6400.0,9800.0
,2007,21000.0,28000.0,42000.0
,2008,22000.0,30000.0,45000.0
,2009,23000.0,31000.0,47000.0
,2010,22000.0,30000.0,46000.0
,1993,43000.0,52000.0,64000.0
,1994,50000.0,61000.0,75000.0
,1995,57000.0,69000.0,85000.0
,1996,62000.0,75000.0,92000.0
,1997,65000.0,79000.0,97000.0
,2010,110000.0,130000.0,160000.0
,2011,110000.0,140000.0,170000.0
,2012,120000.0,140000.0,180000.0
,2013,120000.0,150000.0,180000.0
,1997,260000.0,370000.0,480000.0
,1998,260000.0,370000.0,490000.0
,1999,270000.0,380000.0,490000.0
,2000,250000.0,350000.0,460000.0
,2014,150000.0,210000.0,270000.0
,2015,150000.0,200000.0,270000.0
,2016,140000.0,190000.0,250000.0
,2017,130000.0,180000.0,230000.0
,2000,79000.0,130000.0,170000.0
,2001,80000.0,130000.0,170000.0
,2002,81000.0,130000.0,170000.0
,2003,81000.0,130000.0,170000.0
,2017,69000.0,110000.0,150000.0
,2018,70000.0,110000.0,150000.0
,2019,71000.0,110000.0,150000.0
BRB,2000,,,
BLR,2000,,,540.0
BEL,2000,,,
BLZ,2000,,,
BEN,2000,3000.0,6200.0,12000.0
CPV,2000,,,
CAF,2000,11000.0,13000.0,16000.0
TCD,2000,7700.0,9900.0,12000.0
CHL,2000,2000.0,2300.0,2600.0
DJI,2000,920.0,1700.0,3400.0
DOM,2000,6500.0,8500.0,11000.0
ECU,2000,1900.0,2800.0,5000.0
EGY,2000,,,630.0
GHA,2000,22000.0,27000.0,32000.0
GRC,2000,,,
GTM,2000,2100.0,2800.0,3600.0
GIN,2000,8100.0,10000.0,12000.0
JAM,2000,2100.0,2700.0,4100.0
JPN,2000,,,
JOR,2000,,,
KAZ,2000,580.0,670.0,850.0
MYS,2000,5200.0,6000.0,6800.0
MDV,2000,,,
MLI,2000,,,
MLT,2000,,,
NER,2000,4100.0,5100.0,6200.0
NGA,2000,76000.0,130000.0,220000.0
MKD,2000,,,
NOR,2000,,,
ROU,2000,1200.0,1300.0,1400.0
RUS,2000,,,
RWA,2000,19000.0,21000.0,24000.0
SAU,2000,,,
SEN,2000,4700.0,5500.0,6200.0
SWE,2000,,,
CHE,2000,,,640.0
SYR,2000,,,
TJK,2000,,,
URY,2000,,,
UZB,2000,740.0,780.0,880.0
VEN,2000,8000.0,9100.0,11000.0
VNM,2000,22000.0,24000.0,26000.0
BHR,2001,,,
BGD,2001,,,
BRB,2001,,,
BLR,2001,,550.0,680.0
KHM,2001,7300.0,8100.0,8800.0
CMR,2001,47000.0,55000.0,64000.0
CAN,2001,,,
CPV,2001,,,
PRK,2001,,,
COD,2001,41000.0,49000.0,57000.0
DNK,2001,,,
DJI,2001,690.0,1300.0,2700.0
GMB,2001,1500.0,2100.0,2800.0
GEO,2001,,,
DEU,2001,,,
GHA,2001,22000.0,26000.0,31000.0
IRL,2001,,,
ISR,2001,,,
ITA,2001,4200.0,5900.0,9500.0
JAM,2001,2000.0,2600.0,3900.0
JPN,2001,,,
LUX,2001,,,
MDG,2001,,510.0,710.0
MWI,2001,77000.0,83000.0,88000.0
MYS,2001,5400.0,6200.0,7000.0
NLD,2001,1000.0,1100.0,1200.0
NZL,2001,,,
NIC,2001,580.0,900.0,1500.0
NER,2001,3800.0,4700.0,5800.0
KOR,2001,,,
MDA,2001,810.0,1100.0,1500.0
ROU,2001,1100.0,1200.0,1400.0
RUS,2001,,,
LKA,2001,,,510.0
SDN,2001,3400.0,4500.0,6100.0
SUR,2001,,,520.0
SWE,2001,,,
GBR,2001,,,
TZA,2001,110000.0,120000.0,130000.0
USA,2001,33000.0,39000.0,46000.0
URY,2001,,,
AUT,2002,,,
AZE,2002,680.0,1300.0,2000.0
BHS,2002,,,
BHR,2002,,,
BGR,2002,,,
BFA,2002,7300.0,9000.0,11000.0
BDI,2002,5900.0,7000.0,8500.0
KHM,2002,6200.0,6800.0,7500.0
CMR,2002,45000.0,51000.0,58000.0
CUB,2002,600.0,1000.0,1600.0
CYP,2002,,,
CZE,2002,,,
PRK,2002,,,
FIN,2002,,,
FRA,2002,5900.0,7000.0,8300.0
GAB,2002,2600.0,3400.0,4200.0
GMB,2002,1500.0,2000.0,2700.0
IDN,2002,,,
IRN,2002,3500.0,5300.0,8300.0
IRL,2002,,,
ISR,2002,,,
LBR,2002,3700.0,4400.0,5100.0
LBY,2002,,,
LTU,2002,,,
LUX,2002,,,
MMR,2002,23000.0,25000.0,28000.0
NAM,2002,14000.0,16000.0,17000.0
NPL,2002,3900.0,4300.0,4800.0
NLD,2002,1000.0,1100.0,1200.0
POL,2002,,,
PRT,2002,,,
QAT,2002,,,
KOR,2002,,,
ZAF,2002,520000.0,540000.0,580000.0
SSD,2002,9300.0,13000.0,17000.0
ESP,2002,3500.0,4800.0,6000.0
LKA,2002,,,520.0
SDN,2002,3700.0,4700.0,6200.0
UGA,2002,86000.0,97000.0,110000.0
UKR,2002,25000.0,28000.0,32000.0
ARE,2002,,,
GBR,2002,,,
ARG,2003,4800.0,5700.0,7000.0
ARM,2003,,,590.0
AUS,2003,,680.0,960.0
AUT,2003,,,
BRA,2003,22000.0,47000.0,69000.0
BRN,2003,,,
BGR,2003,,,
BFA,2003,7000.0,8500.0,10000.0
CRI,2003,,540.0,690.0
CIV,2003,38000.0,45000.0,52000.0
HRV,2003,,,
CUB,2003,680.0,1200.0,1800.0
SWZ,2003,14000.0,15000.0,16000.0
ETH,2003,24000.0,44000.0,78000.0
FJI,2003,,,
FIN,2003,,,
HUN,2003,,,
ISL,2003,,,
IND,2003,,,
IDN,2003,,,
LVA,2003,,,
LBN,2003,,,
LSO,2003,24000.0,27000.0,30000.0
LBR,2003,3400.0,4000.0,4700.0
LBY,2003,,,540.0
MNE,2003,,,
MAR,2003,1100.0,1400.0,1900.0
MOZ,2003,95000.0,150000.0,230000.0
MMR,2003,22000.0,24000.0,27000.0
PRY,2003,1100.0,1600.0,2600.0
PER,2003,3500.0,4300.0,5100.0
PHL,2003,550.0,660.0,750.0
POL,2003,,,
SVN,2003,,,
SOM,2003,1600.0,1900.0,2200.0
ZAF,2003,510000.0,540000.0,570000.0
SSD,2003,9700.0,13000.0,17000.0
TUN,2003,,,
TUR,2003,,,
TKM,2003,,,
UGA,2003,86000.0,97000.0,110000.0
ALB,2004,,,
DZA,2004,,570.0,800.0
AGO,2004,17000.0,21000.0,26000.0
ARG,2004,5100.0,6100.0,7400.0
BOL,2004,790.0,1100.0,1500.0
BIH,2004,,,
BWA,2004,18000.0,19000.0,20000.0
BRA,2004,20000.0,43000.0,62000.0
COL,2004,7300.0,9300.0,11000.0
COM,2004,,,
COG,2004,5000.0,5900.0,6700.0
CRI,2004,,570.0,730.0
CIV,2004,36000.0,41000.0,48000.0
GNQ,2004,2000.0,2500.0,3200.0
ERI,2004,870.0,1200.0,1700.0
EST,2004,,,
SWZ,2004,14000.0,15000.0,16000.0
GUY,2004,660.0,770.0,890.0
HTI,2004,9500.0,11000.0,12000.0
HND,2004,750.0,1000.0,1400.0
HUN,2004,,,
KGZ,2004,,,
LAO,2004,810.0,900.0,1000.0
LVA,2004,,,
LBN,2004,,,
MUS,2004,1200.0,1400.0,1700.0
MEX,2004,,,
MNG,2004,,,
MNE,2004,,,
PAK,2004,1400.0,1600.0,1900.0
PAN,2004,,,
PNG,2004,3300.0,3800.0,4300.0
PRY,2004,960.0,1400.0,2300.0
SLE,2004,5500.0,6200.0,7200.0
SGP,2004,,,
SVK,2004,,,
SVN,2004,,,
TLS,2004,,,
TGO,2004,7300.0,9100.0,11000.0
TTO,2004,800.0,930.0,1100.0
TUN,2004,,,
TUR,2004,,,
ZMB,2004,56000.0,66000.0,79000.0
ZWE,2004,61000.0,87000.0,120000.0
AFG,2005,,,1200.0
ALB,2005,,,
BLZ,2005,,,
BEN,2005,2700.0,5500.0,11000.0
BTN,2005,,,
BOL,2005,800.0,1100.0,1500.0
CHL,2005,1800.0,2100.0,2400.0
CHN,2005,,,
COL,2005,7300.0,9300.0,11000.0
COM,2005,,,
ECU,2005,1800.0,2700.0,5100.0
EGY,2005,,,1000.0
SLV,2005,2100.0,2400.0,2800.0
GNQ,2005,2100.0,2700.0,3300.0
GTM,2005,1900.0,2600.0,3500.0
GIN,2005,6700.0,8400.0,10000.0
GNB,2005,2800.0,3300.0,3700.0
GUY,2005,590.0,690.0,790.0
KAZ,2005,1000.0,1200.0,1300.0
KEN,2005,61000.0,94000.0,140000.0
KWT,2005,,,
KGZ,2005,,,
MLI,2005,,,
MLT,2005,,,
MRT,2005,,,
MUS,2005,1100.0,1300.0,1600.0
MEX,2005,,,
MKD,2005,,,
NOR,2005,,,
OMN,2005,,,
PAK,2005,8100.0,9700.0,11000.0
SAU,2005,,,
SEN,2005,3700.0,4200.0,4900.0
SRB,2005,,,
SLE,2005,5400.0,6200.0,7100.0
SYR,2005,,,
TJK,2005,,,800.0
THA,2005,22000.0,25000.0,27000.0
TLS,2005,,,
TGO,2005,7200.0,8900.0,11000.0
VEN,2005,8200.0,10000.0,12000.0
VNM,2005,22000.0,24000.0,26000.0
YEM,2005,,560.0,850.0
ZMB,2005,54000.0,63000.0,77000.0
BRB,2006,,,
BLR,2006,1200.0,1500.0,1800.0
BEL,2006,,,
BLZ,2006,,,
CPV,2006,,,
CAF,2006,8900.0,11000.0,13000.0
TCD,2006,6700.0,8600.0,10000.0
CHL,2006,1800.0,2200.0,2500.0
DNK,2006,,,
DJI,2006,,520.0,860.0
DOM,2006,3500.0,4400.0,6000.0
ECU,2006,1800.0,2600.0,4900.0
EGY,2006,,,1000.0
DEU,2006,,,
GHA,2006,19000.0,23000.0,28000.0
GRC,2006,,,
GTM,2006,1700.0,2400.0,3500.0
JAM,2006,1500.0,2000.0,3000.0
JPN,2006,,,
JOR,2006,,,
KAZ,2006,1200.0,1400.0,1500.0
MWI,2006,60000.0,64000.0,69000.0
MYS,2006,5100.0,5600.0,6300.0
MDV,2006,,,
MLI,2006,,,
MLT,2006,,,
NIC,2006,550.0,710.0,940.0
NER,2006,2200.0,2700.0,3300.0
NGA,2006,70000.0,120000.0,200000.0
MKD,2006,,,
ROU,2006,760.0,920.0,1100.0
RUS,2006,,,
RWA,2006,11000.0,12000.0,14000.0
SAU,2006,,,
SWE,2006,,,
CHE,2006,,540.0,750.0
SYR,2006,,,
TJK,2006,,640.0,880.0
USA,2006,35000.0,42000.0,49000.0
URY,2006,,,
UZB,2006,2600.0,2700.0,2900.0
VEN,2006,7700.0,9400.0,11000.0
VNM,2006,20000.0,23000.0,25000.0
BHS,2007,,,
BHR,2007,,,
BGD,2007,,,
BRB,2007,,,
KHM,2007,2900.0,3200.0,3500.0
CMR,2007,35000.0,39000.0,42000.0
CAN,2007,,,
CPV,2007,,,
CZE,2007,,,
PRK,2007,,,
COD,2007,34000.0,42000.0,50000.0
DNK,2007,,,
DJI,2007,,510.0,870.0
GAB,2007,2100.0,2800.0,3500.0
GMB,2007,1600.0,2000.0,2700.0
GEO,2007,,,
DEU,2007,,,
IRL,2007,,,
ISR,2007,,,
ITA,2007,2800.0,5700.0,9200.0
JAM,2007,1500.0,2000.0,3100.0
LUX,2007,,,
MDG,2007,840.0,1100.0,1500.0
MWI,2007,57000.0,62000.0,66000.0
MYS,2007,5000.0,5600.0,6200.0
NPL,2007,2600.0,2900.0,3200.0
NLD,2007,1100.0,1100.0,1200.0
NZL,2007,,,
NIC,2007,550.0,700.0,910.0
NER,2007,1900.0,2400.0,2900.0
QAT,2007,,,
KOR,2007,,,
MDA,2007,1100.0,1500.0,2100.0
ROU,2007,740.0,900.0,1100.0
LKA,2007,,,
SDN,2007,3300.0,3900.0,5100.0
SUR,2007,,,
SWE,2007,,,
ARE,2007,,,
GBR,2007,,,
TZA,2007,96000.0,100000.0,110000.0
USA,2007,35000.0,43000.0,50000.0
URY,2007,,,
AUS,2008,640.0,930.0,1300.0
AUT,2008,,,
AZE,2008,600.0,860.0,1200.0
BHS,2008,,,
BGR,2008,,,
BFA,2008,4900.0,6300.0,7800.0
BDI,2008,3900.0,4800.0,6100.0
KHM,2008,2500.0,2800.0,3000.0
CUB,2008,1100.0,2000.0,3100.0
CYP,2008,,,
CZE,2008,,,
PRK,2008,,,
FJI,2008,,,
FIN,2008,,,
FRA,2008,5100.0,6200.0,7400.0
GAB,2008,1900.0,2700.0,3400.0
GLOBAL,1992,1800000.0,2400000.0,3200000.0
GLOBAL,1994,2000000.0,2700000.0,3700000.0
GLOBAL,2001,1900000.0,2600000.0,3500000.0
GLOBAL,2003,1800000.0,2500000.0,3300000.0
GLOBAL,2010,1600000.0,2100000.0,2900000.0
GLOBAL,2012,1500000.0,2000000.0,2700000.0
GLOBAL,2017,1300000.0,1800000.0,2400000.0
GLOBAL,2019,1200000.0,1700000.0,2200000.0
,1996,1500000.0,2000000.0,2700000.0
,1998,1500000.0,2000000.0,2700000.0
,2005,1300000.0,1700000.0,2400000.0
,2007,1200000.0,1600000.0,2200000.0
,2012,1000000.0,1400000.0,1900000.0
,2014,930000.0,1200000.0,1700000.0
,2016,850000.0,1100000.0,1500000.0
,1991,100000.0,160000.0,220000.0
,1993,110000.0,170000.0,230000.0
,2000,120000.0,190000.0,260000.0
,2002,120000.0,180000.0,250000.0
,2007,110000.0,170000.0,230000.0
,2009,110000.0,160000.0,230000.0
,2011,110000.0,170000.0,230000.0
,2016,110000.0,170000.0,240000.0
,2018,110000.0,170000.0,240000.0
,1995,7100.0,9500.0,15000.0
,1997,9800.0,13000.0,20000.0
,2004,14000.0,19000.0,29000.0
,2006,19000.0,26000.0,39000.0
,2011,23000.0,30000.0,46000.0
,2013,24000.0,33000.0,50000.0
,1990,36000.0,44000.0,54000.0
,1992,39000.0,47000.0,57000.0
,1999,74000.0,89000.0,110000.0
,2001,81000.0,98000.0,120000.0
,2006,95000.0,110000.0,140000.0
,2008,100000.0,120000.0,150000.0
,2015,130000.0,160000.0,200000.0
,2017,150000.0,180000.0,220000.0
,1994,280000.0,390000.0,510000.0
,1996,260000.0,370000.0,480000.0
,2001,220000.0,310000.0,400000.0
,2003,170000.0,240000.0,320000.0
,2010,150000.0,210000.0,280000.0
,2012,150000.0,210000.0,280000.0
,2019,110000.0,160000.0,210000.0
,1991,19000.0,30000.0,40000.0
,1996,76000.0,120000.0,160000.0
,1998,78000.0,120000.0,170000.0
,2005,78000.0,120000.0,170000.0
,2007,73000.0,120000.0,160000.0
,2014,69000.0,110000.0,150000.0
,2016,69000.0,110000.0,150000.0
ALB,2000,,,
AGO,2000,12000.0,15000.0,18000.0
AZE,2000,580.0,1400.0,2800.0
BHR,2000,,,
BTN,2000,,,
BIH,2000,,,
KHM,2000,9800.0,11000.0,12000.0
CAN,2000,,,
CHN,2000,,,
COM,2000,,,
CRI,2000,,,590.0
CZE,2000,,,
COD,2000,43000.0,51000.0,59000.0
GNQ,2000,1500.0,2000.0,2600.0
EST,2000,,,
FRA,2000,5500.0,6500.0,7600.0
GMB,2000,1500.0,2000.0,2700.0
DEU,2000,,,
GNB,2000,3600.0,4100.0,4900.0
HTI,2000,10000.0,12000.0,13000.0
IRL,2000,,,
ITA,2000,3900.0,5600.0,9000.0
KEN,2000,78000.0,120000.0,190000.0
KGZ,2000,,,
LVA,2000,,,
LTU,2000,,,
MDG,2000,,,690.0
MUS,2000,600.0,1100.0,1600.0
MNG,2000,,,
NLD,2000,1000.0,1100.0,1200.0
NIC,2000,560.0,920.0,1500.0
OMN,2000,,,
PAN,2000,,,
QAT,2000,,,
MDA,2000,930.0,1300.0,1700.0
SLE,2000,4800.0,5700.0,6700.0
SVK,2000,,,
ESP,2000,3500.0,4800.0,6000.0
SDN,2000,3100.0,4300.0,6000.0
TLS,2000,,,
TTO,2000,960.0,1100.0,1200.0
GBR,2000,,,
USA,2000,32000.0,39000.0,45000.0
YEM,2000,,,530.0
ZWE,2000,77000.0,110000.0,150000.0
AUS,2001,,650.0,900.0
AZE,2001,660.0,1300.0,2500.0
BLZ,2001,,,
BTN,2001,,,
BRN,2001,,,
BFA,2001,7800.0,9600.0,12000.0
TCD,2001,7600.0,9600.0,12000.0
CHN,2001,,,
CUB,2001,510.0,890.0,1400.0
CZE,2001,,,
DOM,2001,5900.0,7500.0,9900.0
EGY,2001,,,770.0
FJI,2001,,,
FRA,2001,5700.0,6700.0,7900.0
GTM,2001,2000.0,2700.0,3600.0
GNB,2001,3500.0,4000.0,4800.0
ISL,2001,,,
IDN,2001,,,
JOR,2001,,,
KEN,2001,73000.0,110000.0,170000.0
LBR,2001,4000.0,4800.0,5700.0
LTU,2001,,,
MDV,2001,,,
MLT,2001,,,
MUS,2001,840.0,1300.0,1700.0
MOZ,2001,94000.0,150000.0,230000.0
NAM,2001,15000.0,17000.0,19000.0
MKD,2001,,,
OMN,2001,,,
PER,2001,3700.0,4400.0,5300.0
POL,2001,,,
QAT,2001,,,
RWA,2001,19000.0,20000.0,23000.0
SEN,2001,4800.0,5500.0,6200.0
ZAF,2001,520000.0,550000.0,580000.0
ESP,2001,3500.0,4800.0,6000.0
CHE,2001,,,630.0
TJK,2001,,,
TLS,2001,,,
TKM,2001,,,
UKR,2001,26000.0,29000.0,33000.0
VEN,2001,8600.0,9900.0,11000.0
YEM,2001,,,530.0
ARG,2002,4500.0,5400.0,6500.0
AUS,2002,,660.0,910.0
BGD,2002,,,
BLR,2002,560.0,710.0,860.0
BWA,2002,20000.0,22000.0,23000.0
BRN,2002,,,
CPV,2002,,,
TCD,2002,7500.0,9400.0,11000.0
COG,2002,5500.0,6400.0,7200.0
CIV,2002,41000.0,47000.0,55000.0
DNK,2002,,,
DOM,2002,5400.0,6800.0,9300.0
SWZ,2002,14000.0,15000.0,16000.0
FJI,2002,,,
GEO,2002,,,
GHA,2002,21000.0,26000.0,30000.0
HND,2002,1100.0,1500.0,1900.0
ISL,2002,,,
JAM,2002,1500.0,2000.0,2900.0
JOR,2002,,,
LAO,2002,790.0,880.0,970.0
LBN,2002,,,
MWI,2002,74000.0,79000.0,84000.0
MDV,2002,,,
MNE,2002,,,
MOZ,2002,95000.0,150000.0,230000.0
NZL,2002,,,
NER,2002,3500.0,4300.0,5300.0
PNG,2002,3600.0,4100.0,4700.0
PER,2002,3600.0,4400.0,5200.0
ROU,2002,990.0,1100.0,1300.0
RWA,2002,18000.0,19000.0,21000.0
SGP,2002,,,
SVN,2002,,,
SUR,2002,,,
CHE,2002,,,650.0
TUN,2002,,,
TKM,2002,,,
TZA,2002,110000.0,110000.0,120000.0
URY,2002,,,
AFG,2003,,,1000.0
DZA,2003,,500.0,720.0
BHS,2003,,,
BGD,2003,,,
BEN,2003,2800.0,5700.0,11000.0
BOL,2003,820.0,1100.0,1500.0
BWA,2003,19000.0,20000.0,21000.0
BDI,2003,5400.0,6400.0,7700.0
CMR,2003,42000.0,47000.0,53000.0
COL,2003,7100.0,8800.0,11000.0
COG,2003,5000.0,5900.0,6700.0
CYP,2003,,,
PRK,2003,,,
DNK,2003,,,
SLV,2003,2200.0,2500.0,2900.0
ERI,2003,920.0,1300.0,1700.0
GAB,2003,2500.0,3200.0,4000.0
GEO,2003,,,
GUY,2003,680.0,800.0,940.0
HND,2003,890.0,1200.0,1600.0
IRN,2003,3600.0,5300.0,7700.0
ISR,2003,,,
KWT,2003,,,
LAO,2003,830.0,920.0,1000.0
LUX,2003,,,
MWI,2003,71000.0,76000.0,81000.0
MRT,2003,,,
MEX,2003,,,
NPL,2003,3800.0,4300.0,4600.0
NZL,2003,,,
PAK,2003,,,
PNG,2003,3600.0,4000.0,4700.0
PRT,2003,,,
KOR,2003,,,
SRB,2003,,,
SGP,2003,,,
LKA,2003,,,510.0
SUR,2003,,,
THA,2003,27000.0,31000.0,34000.0
TGO,2003,7600.0,9400.0,11000.0
ARE,2003,,,
TZA,2003,110000.0,110000.0,120000.0
ZMB,2003,58000.0,68000.0,82000.0
AFG,2004,,,1100.0
ARM,2004,,,600.0
AUT,2004,,,
BEL,2004,,,
BEN,2004,2700.0,5600.0,11000.0
BGR,2004,,,
BDI,2004,5000.0,6000.0,7300.0
CAF,2004,9700.0,12000.0,14000.0
CHL,2004,1800.0,2000.0,2400.0
HRV,2004,,,
CYP,2004,,,
ECU,2004,1800.0,2700.0,5000.0
SLV,2004,2200.0,2500.0,2900.0
ETH,2004,23000.0,42000.0,73000.0
FIN,2004,,,
GRC,2004,,,
GIN,2004,7100.0,8800.0,11000.0
IND,2004,,,
IRN,2004,3800.0,5600.0,8400.0
JPN,2004,,,
KAZ,2004,950.0,1100.0,1200.0
KWT,2004,,,
LSO,2004,22000.0,25000.0,28000.0
LBY,2004,,,650.0
MLI,2004,,,
MRT,2004,,,
MAR,2004,1000.0,1300.0,1800.0
MMR,2004,21000.0,23000.0,26000.0
NPL,2004,3600.0,4000.0,4400.0
NGA,2004,71000.0,120000.0,200000.0
NOR,2004,,,
PHL,2004,700.0,830.0,960.0
PRT,2004,,,
RUS,2004,,,
SAU,2004,,,
SRB,2004,,,
SOM,2004,1500.0,1800.0,2000.0
SSD,2004,10000.0,14000.0,18000.0
SYR,2004,,,
THA,2004,25000.0,28000.0,31000.0
UGA,2004,87000.0,96000.0,110000.0
ARE,2004,,,
UZB,2004,2200.0,2200.0,2400.0
VNM,2004,23000.0,25000.0,27000.0
AGO,2005,19000.0,22000.0,28000.0
ARM,2005,,,570.0
BRB,2005,,,
BEL,2005,,,
BIH,2005,,,
BRA,2005,22000.0,46000.0,68000.0
CAN,2005,,,
CAF,2005,9100.0,11000.0,13000.0
CRI,2005,,600.0,760.0
HRV,2005,,,
COD,2005,36000.0,44000.0,52000.0
DJI,2005,,580.0,920.0
EST,2005,,,
ETH,2005,20000.0,38000.0,66000.0
DEU,2005,,,
GRC,2005,,,
HTI,2005,9000.0,10000.0,11000.0
HUN,2005,,,
ITA,2005,3600.0,6300.0,9600.0
JPN,2005,,,
LVA,2005,,,510.0
LSO,2005,21000.0,24000.0,27000.0
MDG,2005,590.0,830.0,1100.0
MYS,2005,5000.0,5700.0,6300.0
MNG,2005,,,
MAR,2005,1000.0,1300.0,1800.0
NIC,2005,530.0,700.0,950.0
NGA,2005,71000.0,120000.0,200000.0
PAN,2005,,,
PRY,2005,930.0,1400.0,2200.0
MDA,2005,1000.0,1400.0,1900.0
RUS,2005,,,
SVK,2005,,,
SOM,2005,1300.0,1600.0,1800.0
SDN,2005,3600.0,4400.0,5700.0
SWE,2005,,,
TTO,2005,730.0,850.0,990.0
TUR,2005,,,
USA,2005,34000.0,41000.0,48000.0
UZB,2005,2400.0,2500.0,2600.0
ZWE,2005,58000.0,83000.0,110000.0
ALB,2006,,,
AGO,2006,19000.0,23000.0,29000.0
AZE,2006,610.0,860.0,1300.0
BHR,2006,,,
BTN,2006,,,
BIH,2006,,,
BFA,2006,5600.0,7200.0,8800.0
KHM,2006,3400.0,3800.0,4200.0
CAN,2006,,,
CHN,2006,,,
COM,2006,,,
CZE,2006,,,
COD,2006,35000.0,43000.0,51000.0
GNQ,2006,2300.0,2900.0,3600.0
EST,2006,,,
FRA,2006,5200.0,6300.0,7600.0
GMB,2006,1500.0,2000.0,2600.0
GNB,2006,2700.0,3100.0,3500.0
HTI,2006,8800.0,9800.0,11000.0
IRL,2006,,,
ITA,2006,3300.0,6000.0,9500.0
KEN,2006,59000.0,91000.0,140000.0
KGZ,2006,,,
LTU,2006,,,
MDG,2006,700.0,960.0,1300.0
MUS,2006,1000.0,1300.0,1500.0
MNG,2006,,,
NAM,2006,11000.0,12000.0,13000.0
NLD,2006,1100.0,1100.0,1200.0
OMN,2006,,,
PAN,2006,,,
QAT,2006,,,
MDA,2006,1100.0,1500.0,2000.0
SEN,2006,3300.0,3800.0,4400.0
SLE,2006,5500.0,6300.0,7100.0
ESP,2006,3500.0,4800.0,6000.0
SDN,2006,3300.0,4000.0,5200.0
TLS,2006,,,
TTO,2006,650.0,770.0,880.0
UKR,2006,17000.0,20000.0,23000.0
GBR,2006,,,
YEM,2006,,640.0,970.0
ZWE,2006,57000.0,80000.0,110000.0
AUS,2007,590.0,880.0,1200.0
AZE,2007,590.0,820.0,1200.0
BLR,2007,1200.0,1500.0,1900.0
BLZ,2007,,,
BRN,2007,,,
BFA,2007,5100.0,6600.0,8100.0
TCD,2007,6500.0,8500.0,10000.0
CHN,2007,,,
CIV,2007,29000.0,33000.0,39000.0
CUB,2007,1000.0,1800.0,2800.0
DOM,2007,3000.0,3900.0,5100.0
EGY,2007,,560.0,1000.0
FJI,2007,,,
FRA,2007,5400.0,6600.0,7900.0
GHA,2007,18000.0,22000.0,28000.0
GTM,2007,1800.0,2400.0,3500.0
GNB,2007,2700.0,3100.0,3500.0
ISL,2007,,,
IDN,2007,,,
JOR,2007,,,
KEN,2007,57000.0,87000.0,140000.0
LBN,2007,,,
LBR,2007,3000.0,3500.0,4400.0
LTU,2007,,,
MDV,2007,,,
MLT,2007,,,
MOZ,2007,94000.0,150000.0,230000.0
NAM,2007,11000.0,12000.0,13000.0
MKD,2007,,,
OMN,2007,,,
PER,2007,3500.0,4300.0,5100.0
POL,2007,,,
RWA,2007,10000.0,12000.0,13000.0
SEN,2007,2900.0,3300.0,3900.0
ZAF,2007,480000.0,500000.0,530000.0
ESP,2007,3500.0,4800.0,6000.0
CHE,2007,,560.0,760.0
TJK,2007,610.0,790.0,1000.0
TKM,2007,,,
UKR,2007,16000.0,19000.0,22000.0
VEN,2007,7200.0,8800.0,10000.0
YEM,2007,,710.0,1100.0
DZA,2008,590.0,920.0,1300.0
ARG,2008,4800.0,5900.0,7400.0
BGD,2008,,,
BLR,2008,1300.0,1700.0,2100.0
BWA,2008,14000.0,15000.0,17000.0
BRN,2008,,,
CMR,2008,34000.0,37000.0,41000.0
CPV,2008,,,
COG,2008,5200.0,6400.0,7700.0
CIV,2008,26000.0,31000.0,37000.0
DNK,2008,,,
DOM,2008,2800.0,3600.0,4700.0
ERI,2008,630.0,930.0,1300.0
SWZ,2008,13000.0,14000.0,15000.0
GEO,2008,,,
GHA,2008,17000.0,23000.0,29000.0
GNB,2008,2700.0,3100.0,3400.0
GUY,2008,,,570.0
JOR,2008,,,
KAZ,2008,1500.0,1700.0,1800.0
KEN,2008,51000.0,79000.0,120000.0
KWT,2008,,,
KGZ,2008,690.0,690.0,690.0
MLI,2008,,,
MLT,2008,,,
MRT,2008,,,
MUS,2008,850.0,1100.0,1300.0
MKD,2008,,,
NOR,2008,,,
OMN,2008,,,
PAK,2008,12000.0,14000.0,15000.0
SAU,2008,,,
SEN,2008,2400.0,2800.0,3400.0
SRB,2008,,,
SLE,2008,5200.0,6000.0,6900.0
SYR,2008,,,
TJK,2008,710.0,900.0,1100.0
THA,2008,17000.0,19000.0,20000.0
TLS,2008,,,
VEN,2008,6700.0,8300.0,9800.0
VNM,2008,17000.0,19000.0,21000.0
YEM,2008,500.0,780.0,1200.0
ZMB,2008,51000.0,60000.0,72000.0
BRB,2009,,,
BLR,2009,1400.0,1700.0,2200.0
BEL,2009,,,
BLZ,2009,,,
CAN,2009,,,
CPV,2009,,,
CAF,2009,7600.0,9200.0,12000.0
TCD,2009,5800.0,7600.0,9300.0
CHL,2009,2400.0,2900.0,3400.0
